Class Index,Title,Description
1,White House Rejects Trade Case Vs. China (AP),AP - The Bush administration on Friday rejected a request from 30 members of Congress that it bring a World Trade Organization case against China charging the Asian nation with manipulating its currency to gain unfair trade advantages against the United States.
1,It's October and It's Time for Playoffs!,Curt Schilling and Pedro Martinez are revved up. Roger Clemens and Roy Oswalt are rarin' to go...
1,ONGC #39;s 10th acquisition abroad,"ONGC Videsh Ltd, the overseas arm of state-run Oil and Natural Gas Corp, has acquired a majority stake in an oil block in Australia."
1,Senate Wants Intel Chief With Budget Say (AP),"AP - The committee writing the Senate's intelligence reorganization plan is recommending creation of a strong national intelligence director with spending power, while leaving the Pentagon in charge of some military spy agencies."
1,Plan unveiled to ease Iraq debt,Germany has unveiled an international plan to wipe out tens of billions of dollars of Iraqi debt so that the war-torn country can rebuild in earnest.
1,China Pledges Stable Policies," BEIJING (Reuters) - Chinese leaders closed a key economic  meeting on Sunday with pledges to maintain stable fiscal and  monetary policies in 2005 and keep a tight lid on fixed-asset  investment, state radio said."
1,"At least 90 dead, 77 missing in China rainstorms","BEIJING : At least 90 people were killed and 77 were missing in torrential storms lashing southwest China, disaster relief officials said."
1,Nigerian Unions Launch Strike But Oil Exports Flow,"Unions began a four-day strike against rising fuel prices in Nigeria on Monday, helping drive world oil prices to record highs even though shipments from Africa #39;s top producer were unaffected."
1,US bolsters force for Afghan poll,"The US is to send up to 1,100 extra troops to Afghanistan to provide security for next month's elections."
1,Iraqis flock to shrine after deal,Thousands of Iraqis walk through Najaf to the city's great shrine as a peace deal takes effect.
1,Italian troops  #39;to stay in Iraq #39;,"Italy says it has no intention of withdrawing its 3,000 troops from Iraq in the face of demands from kidnappers who have seized an Italian journalist."
1,Concert blast investigated,"ISTANBUL, Turkey Turkish authorities say a grenade might have caused last night #39;s explosion that injured at least 13 people attending a pop concert."
1,Sri Lanka concern over violence (AFP),"AFP - Sri Lanka expressed concern over truce violations by Tiger rebels as a top Norwegian envoy prepared to return home empty-handed after failing to end the island's talks deadlock, officials said."
1,Bush Signs Law Expanding Rights of North Koreans to US Asylum,US President George W. Bush signed legislation expanding the rights of North Korean citizens to seek refugee status in the US and authorizing \$24 million a year in humanitarian relief through 2008.
1,Blair says Mid East peace is key to beating terror,Tony Blair has redoubled his commitment to finding a resolution to the conflict between Israel and the Palestine. The prime minister told the Commons on Wednesday that bringing peace to the region was the  quot;key quot; to tackling international terrorism.
1,Sudan resolves Darfur issue with logic and positive action &lt;b&gt;...&lt;/b&gt;,Sudanese President Omar El Bashir said here Monday that his government is resolving Darfur issue with logic and positive action. In an address to the Sudanese National Council 
1,U.S. Warplane Drops Bombs on Fallujah (AP),"AP - A U.S. warplane bombed the restive city of Fallujah on Friday, witnesses said."
1,"Pakistan, India agree to reopen second rail link",ISLAMABAD: Pakistan and India on Friday ended a two-day meeting on reviving Khokhrapar-Monabao rail link and agreed to take necessary steps for an early resumption of the train service.
1,Heartbeat away from third term,"TONY Blair yesterday entered hospital for heart surgery, rounding off one of his most dramatic and stressful weeks in politics. Making a sudden and unexpected appearance on national TV, Britain #39;s Prime Minister "
1,India tests nuclear-capable Agni missile,"India Sunday successfully tested the nuclear capable Agni-II missile that can strike at targets as far as China. The missile, which has a range of over 2,000 km, was fired at 12."
1,"At Inauguration, Karzai Pledges 'New Chapter' for Afghanistan","Kabul was calm amid massive security for Hamid Karzai's inauguration ceremony, but overnight attacks provided a reminder of threats."
1,Chirac criticises interference in Iraq hostages release &lt;b&gt;...&lt;/b&gt;,"PARIS - French President Jacques Chirac has lashed out at a private initiative to secure the release of two French hostages in Iraq as interference and said he hoped it would not thwart the delicate process, aides said Saturday."
1,Nigeria Militia Leader Says Deal Reached,"ABUJA, Nigeria Sept. 29, 2004 - The leader of militia fighters threatening to widen a battle for control of Nigeria #39;s oil-rich south said Wednesday he agreed to a tentative deal with President Olusegun Obasanjo "
1,Lanxess Moving Texas Factory to China (AP),"AP - Lanxess Corp., a chemicals and polymers unit of Bayer Corp., plans to move one of its factories from Texas to eastern China's Shandong province, state media reported Wednesday."
1,Iraq #39;s top cleric arrives in Najaf on peace mission as a mortar &lt;b&gt;...&lt;/b&gt;,"By Abdul Hussein Al-Obeidi, Associated Press, 8/26/2004 08:16. NAJAF, Iraq (AP) Iraq #39;s top Shiite cleric made a dramatic return to Najaf at the head of a massive convoy Thursday hoping to end three weeks of "
1,Darfur Mediators Demand Respect of Cease-fire,"African Union mediators at peace talks for Sudan #39;s Darfur region say there has been an escalation of cease-fire violations during the past three months, and that these must stop before a comprehensive peace accord can be reached."
1,Barack Obama Gets  #36;1.9 Million Book Deal (AP),"AP - U.S. Sen.-elect Barack Obama, whose 1995 book jumped onto best seller lists after his keynote address to the Democratic National Convention, has landed a three-book deal worth  #36;1.9 million."
1,"Britain will not back Iran war, says Straw","Britain will not back military action against Iran if President George W Bush decides to confront Tehran in his second White House term, Jack Straw has said."
1,Congress Speeds Up 9/11 Legislation Vote,"WASHINGTON - Racing the clock, Senate leaders are applying finishing touches to bipartisan legislation addressing the Sept. 11 commission's recommendations just as House GOP leaders prepare to debate their version, which Democrats call partisan and weak..."
1,Ukraine opposition rally draws hundreds of thousands (AFP),"AFP - Tens of thousands of supporters of opposition presidential candidate Viktor Yushchenko took to the streets of Kiev, a week before the poll, to demand free and fair elections in this former Soviet state after a tense campaign marred by incidents."
1,Schilling Gets 20th As Red Sox Beat D-Rays,"BOSTON - Curt Schilling became the first 20-game winner in the major leagues this season, reaching the mark for the third time in four years and leading the Boston Red Sox to an 11-4 victory over the Tampa Bay Devil Rays on Thursday night.    Kevin Millar and Johnny Damon each homered and drove in four runs, and Boston moved within 3 1/2 games of the first-place New York Yankees in the AL East..."
1,Money Now Sole Obstacle to Khmer Rouge Trials -UN (Reuters),"Reuters - Funding is the only obstacle to\U.N. approval for Cambodia to begin long-delayed trials of\former Khmer Rouge leaders blamed for some 1.7 million deaths,\the United Nations said on Friday."
1,Dodgers' Green to Miss Game on Yom Kippur,"SAN DIEGO - Los Angeles Dodgers first baseman Shawn Green will definitely sit out at least one game of a weekend series against the San Francisco Giants in observance of Yom Kippur, but will wait until Thursday to make his final decision.    Green said Wednesday there's a possibility he'll sit out both Friday night and Saturday afternoon..."
1,"Putin fires North Ossetia interior minister, regional FSB head (AFP)","AFP - President Vladimir Putin sacked the interior minister of North Ossetia and the regional head of the FSB security service, one week after the massacre at a school in the republic, the Kremlin press service said."
1,Red Cross deeply concerned by humanitarian law violations in Iraq,The International Red Cross is  quot;deeply concerned quot; at the impact of the fighting in Iraq and the apparent failures by all sides to respect humanitarian laws.
1,Suspected Islamic insurgents kill 16 people in attack near &lt;b&gt;...&lt;/b&gt;,"Suspected Islamic militants killed 16 people in a pre-dawn attack south of the Algerian capital on Saturday, an official statement said."
1,Sept. 11 DVDs Present Nation in Mourning,LOS ANGELES - One film provides a positive message of unity. Another dramatizes the president's difficult days...
1,8 Terror Suspects Appear in British Court,"LONDON - Eight suspects, including a man identified by the United States as a senior al-Qaida figure, appeared in a London court under heavy guard Wednesday as police investigated their alleged plot to commit murder and to cause mayhem with chemical, biological or radioactive materials.    A prosecutor also said police were searching about 100 computers and thousands of files, suggesting a protracted investigation that could produce more charges against the suspects, who were seized in raids across England two weeks ago..."
1,Forces Boost Urged to Halt Darfur Killings,Calls for the deployment of substantial African forces to Sudan to end the slaughter in Darfur were agreed by Liberal Democrats today.
1,14 arrested for anti-government rallies in Jeddah and Riyadh,"JEDDAH/RIYADH: Security forces detained about 14 people on Thursday in Saudi Arabias main cities of Jeddah and Riyadh, deploying in force to confront demonstrations called by a dissident Islamist group against the strictly conservative regime."
1,Security tightened in Madhya Pradesh #39;s Chambal belt,"Security has been tightened and alert sounded in entire Chambal belt of Madhya Pradesh on Saturday following massacre of 13 villagers by the dreaded Gadaria dacoit gang, while authorities were discussing new strategies to check the gang #39;s activities."
1,Acquittal of Iran nuclear programme qualified,"The United Nations (UN) has said on Monday that, as far as it knows, Iran had not diverted any nuclear materials to a weapons programme - a verdict diplomats said undermined the "
1,ASEAN eyes European model,"Vientiane (AsiaNews/Agencies) - This morning the Conference of the Association of South-East Asian Nations (ASEAN) opened in Vientiane, Laos."
1,"Strong Quake, Aftershocks Hit Japan; at Least 6 Dead"," TOKAMACHI, Japan (Reuters) - A powerful earthquake and  strong aftershocks rocked northern Japan, killing at least six  people, injuring more than 500 while knocking out power and  phone services and forcing thousands to evacuate, media said."
1,Conference Urges Iraq To Involve Opposition,Representatives of two dozen nations and international organizations attending a conference on the future of Iraq pressed the country's interim government Tuesday to work harder to encourage opposition forces to participate in elections scheduled for January.
1,ETA lets off small bombs in seven Spanish cities,On the anniversary of the Spanish Constitution yesterday ETA let off seven small explosive devices in as many Spanish cities. The blasts took place almost simultaneously at around 13.30 hours in Santillana 
1,Pardon request draws Chechens #39; ire,"MOSCOW - Amid rising ethnic tensions in the North Caucasus, thousands on Tuesday took to the streets of Grozny, the Chechen capital, to protest the proposed pardon of a Russian army colonel who murdered a young Chechen woman."
1,Bill Overhauling Intelligence Faces Uncertain Fate in Senate,The Senate opened a floor debate today and moved toward a final vote on a bill endorsed by 9/11 commission leaders.
1,New Vote of Confidence in European Parliament Tomorrow,The European Parliament (EP) will hold a vote of confidence in the new members of the European Union (EU) Commission led by Jose Manuel Barroso tomorrow.
1,Allawi sounds note of gravity on war,"BAGHDAD In his first speech before the interim national assembly here, Prime Minister Ayad Allawi gave a sobering account Tuesday of the threat posed by the insurgency, saying that the country #39;s instability was a  quot;source of worry for many people quot; and that "
1,Sharon #39;s bold move in Gaza,Tuesday #39;s vote in the Israeli Knesset in favor of Prime Minister Ariel Sharon #39;s plan for unilateral withdrawal of settlers and soldiers from Gaza was a historic moment in the history of Israel.
1,'Final Call' for Rebel Iraqi Cleric,"Shiite Muslim cleric Moqtada Sadr rejected one of the government's two key demands, increasing the prospect of an intensified military attack against his militia."
1,Iraqi group threatens to kill missing journalist,BAGHDAD - A militant group has released a video saying it kidnapped a missing journalist in Iraq and would kill him unless US forces left Najaf within 48 hours. 
1,US embassy in Haiti closed to mark day of reflection,"The US embassy in Haiti was closed on Friday to mark a national call for an end to violence inthe strife-torn country, State Department spokesman Richard Boucher said at a news briefing."
1,Queen #39;s visit stirs Anglo-German past,"The queen, hoping to further reconciliation between Britain and Germany, has urged the two former World War Two foes to learn from history but not be obsessed by the past and to reject national stereotypes."
1,"Suicide Bomber Kills 1, Wounds 3 in Jerusalem","A female Palestinian suicide bomber blew herself up at a bus stop in Jerusalem on Wednesday, killing one person and seriously wounding at least three others, Israeli authorities said."
1,"Woman, 79, Accused of Cocaine Smuggling (AP)","AP - A 79-year-old woman has been caught attempting to smuggle heroin out of Colombia on a flight to New York, police said Friday."
1,CBS Says It Can't Vouch for Bush Documents,CBS admitted today that it cannot vouch for the authenticity of documents used to support a story that questioned President Bush's National Guard service.
1,First black judge joining British High Court,"Britain appointed its first black High Court judge yesterday and she predicted she would be ''the first of many. quot; The Department for Constitutional Affairs confirmed the appointment of Linda Dobbs, 53, the first black lawyer promoted beyond the ranks of circuit judges, who hear lesser cases. Joining the High Court will give her access to some of the country's most ..."
1,S.Africa Says Thatcher Must Answer Equatorial Guinea (Reuters),"Reuters - Mark Thatcher must\submit to questioning in a South African court this week over\charges he was involved in a foiled coup plot in oil-rich\Equatorial Guinea, the Cape High Court ruled Wednesday."
1,EU agrees to membership talks with Turkey,"HAMISH ROBERTSON: In an historic decision, the leaders of the European Union have agreed to open membership talks with Turkey, after the Turkish Prime Minister pledged to recognise the Greek-Cypriot Government next year."
1,Al-Baradai in S Korea,"The head of the UN nuclear watchdog has said he is aware nuclear experiments South Korea has conducted were small, but noted his agency needs to make sure they will not be repeated."
1,Ukraine #39;s colors could help tip balance in Romania #39;s tight vote,A coincidence that could tip the scales in Romania #39;s tightly fought presidential and parliamentary elections on Sunday is literally the colors used by the two main political parties in their campaign.
1,"Shrugging Off Mutiny, Sharon Rejects Gaza Referendum", JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected  calls from within his mutinous cabinet Wednesday for a  referendum on leaving Gaza after winning parliament's support  to uproot settlements from land claimed by Palestinians.
1,Venezuela Raises Taxes on Orinoco Deals,"&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Pascal Fletcher&lt;/p&gt;&lt;p&gt; CARACAS, Venezuela (Reuters) - Venezuela on Sunday slappedhigher taxes on foreign oil companies operating in its hugeOrinoco heavy crude belt in what President Hugo Chavez called adrive to tighten sovereign control over petroleum resources.&lt;/p&gt;"
1,Kerrys Unilateralism,"Of all the exchanges in the first presidential debate, at the University of Miami Thursday night, the one I found most perplexing was over the North Korean nuclear issue."
1,"Five killed, scores hurt as rebels bomb buses in India's northeast (AFP)","AFP - Five people were killed and scores wounded in northeast India when militants blew up two buses, threw a grenade into a market and triggered twin blasts on a railway track, officials said."
1,Bahamas put on hurricane warning,The Bahamas and Florida are readying themselves for the latest savage hurricane to hit the region.
1,Indian politician sent to prison,Top Hindu nationalist politician Uma Bharti is remanded in an Indian jail over charges of inciting religious violence 10 years ago.
1,Indonesian former general heading for massive presidential &lt;b&gt;...&lt;/b&gt;,"In Indonesia, former general Susilo Bambang Yudhoyono is heading for a massive presidential election victory over incumbent Megawati Sukarnoputri."
1,Iran Hangs Three Drug Smugglers in Public - Paper," TEHRAN (Reuters) - Iran has hanged three drug smugglers in  a public square in the southern province of Kerman, the  Jomhuri-ye Eslami newspaper reported on Saturday."
1,EU ministers fail to resolve issue of transit camps,FLORENCE: Interior ministers from France and Spain on Monday shot down a German proposal to set up transit camps in North Africa to process asylum seekers before they reach Europe.
1,3 killed in Fallujah attack,United States forces attacked a house in Fallujah leaving three people dead early on Thursday. The target was a suspected safe house for Jordanian-born militant Abu Musab al-Zarqawi.
1,Residents clear tonnes of mud as floodwaters recede in northern &lt;b&gt;...&lt;/b&gt;,"GONAIVES, Haiti : Residents were clearing away tonnes of mud in the northern Haitian city of Gonaives, after floods killed close to 1,200 people on the Caribbean island and left most others dependent on emergency aid."
1,NATO seeks to boost image in Middle East,"Middle East. But the results have been patchy, with many in the Arab world regarding it as a. and social reforms in the Middle East and Africa."
1,Black Watch to take on Iraq rebels,"The Black Watch is being deployed as part of a US Marine expeditionary unit to take  quot;decisive action quot; against insurgents in Iraq, Chief of the Defence Staff General Sir Michael Walker has revealed."
1,Putin plan for political overhaul easily passes its first vote,"MOSCOW Russia #39;s lower house of Parliament took its first step on Friday toward adopting President Vladimir Putin #39;s sweeping overhaul of the country #39;s political system, despite signs of popular dissent, particularly in regions distant from the capital."
1,Chavez Pushes Anti-Terrorism Plan After Bomb Attack," CARACAS, Venezuela (Reuters) - Venezuela's President Hugo  Chavez pressed for a new anti-terrorism proposal on Saturday  after a car bomb killed a top state prosecutor investigating  opponents accused of backing a 2002 coup against him."
1,Philippine towns mop up,it hit Taiwan on Saturday. Hundreds of people fled their homes and two people were reported missing after torrential. Nanmadol killed at least 35 people in the Philippines and 
1,UN cuts Cyprus peacekeepers,The UN Security Council agrees to reduce by a third its peacekeepers on the divided island of Cyprus.
1,"21 killed, 96 hurt in Iraq car bombings","BAGHDAD - Insurgents detonated two car bombs at the gates of the main US-Iraqi headquarters here and near major hotels yesterday, killing at least 21 people and wounding 96."
1,Burundi: President Ndayizeye Sacks His Deputy,Burundian President Domitien Ndayizeye dismissed Vice-President Alphonse Marie Kadege on Wednesday for failing in his main mission of assisting the head of state.
1,7 Marines Killed in Iraq's Anbar Province (AP),"AP - Seven U.S. Marines were killed in two separate incidents in Iraq's restive Anbar province, the military said Monday, a day after American warplanes pounded Fallujah with missiles as insurgents battled coalition forces in the city."
1,The post-Arafat era began long ago,"JERUSALEM Almost at the very moment that the Jordanian helicopter took off, lifting Yasser Arafat away from his prolonged siege in Ramallah, the heavens opened with a downpour."
1,Palestinian  #39;collaborator #39; killed: Hamas,"A Palestinian accused of collaborating with Israel over the assassination of Hamas #39; spiritual leader Sheikh Ahmed Yassin in March was killed today, the armed wing of the militant Islamist group said."
1,"Insurgents Kill 4 National Guards in Baghdad, Aid Worker Kidnapped",Insurgents fired mortars at an Iraqi National Guard headquarters north of Baghdad. The Defense Ministry says four people were killed and dozens of others were injured.
1,Afghanistan releases Taliban prisoners,"Hundreds of Pakistanis who have fought alongside the Taliban against US-led forces have been released from an Afghan jail. The 368 prisoners, the last of more than 2500 Pakistanis captured during the overthrow "
1,Video Shows G.I.'s at Weapon Cache,A videotape shows a huge supply of explosives still at Al Qaqaa munitions complex nine days after the fall of Baghdad.
1,INSURGENTS MASSACRE 49 ARMY RECRUITS,The group linked to insurgent leader Abu Musab al-Zarqawi has claimed responsibility for the massacre of 49 unarmed army recruits in one of the bloodiest attacks on Iraq #39;s fledgling security forces.
1,Pinochet Loses Immunity in Chile,"  Chile's Supreme Court yesterday stripped former dictator Augusto Pinochet of immunity from prosecution, paving the way for possible trials of the 88-year-old general on charges of human rights abuses during his 17-year rule."
1,Russia Blames Terrorism for Downed Jet,"MOSCOW - One of two Russian airliners that crashed nearly simultaneously was brought down by a terrorist act, officials said Friday, after finding traces of explosives in the plane's wreckage. A Web site connected to Islamic militants claimed the action was connected to Russia's fight against Chechen separatists..."
1,Verdict plunges ruling camp into turmoil,"Aside from being  quot;shocked, quot; members of the ruling party were at a loss for words following the Constitutional Court ruling that the party #39;s capital relocation plan was  quot;unconstitutional."
1,Milosevic War Crimes Trial Resumes,"The defense of Slobodan Milosevic resumed Tuesday, even as an appeals panel of the U.N. war crimes tribunal considered the former Yugoslav president's request to fire his court-appointed lawyer and let him represent himself again."
1,Defense Leaders Faulted by Panel in Prison Abuse,"Leadership failures at the highest levels contributed to an environment in which detainees were abused, a panel concluded."
1,Production Up at 3 Japanese Automakers (AP),"AP - Production in Japan rose at three of the nation's top five automakers in September from a year ago, but was down at scandal-hit Mitsubishi Motors Corp. as well as at Nissan Motor Co., according to figures released Tuesday."
1,Iran Dismisses New Nuke Site Charge as 'A New Lie', VIENNA (Reuters) - A senior Iranian official said on  Thursday that the latest allegation that Tehran is hiding a  nuclear site from U.N. inspectors was a lie and denied that the  U.N. nuclear watchdog had even asked to visit it.
1,FCC Proposes \$1.2M Indecency Fine for Fox,"WASHINGTON - Federal regulators proposed a record indecency fine of nearly \$1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America.""   The Federal Communications Commission cited the network for the April 7, 2003, program, which included scenes from Las Vegas bachelor and bachelorette parties featuring strippers and various sexual situations..."
1,Call for bandit death inquiry,"A leading human rights group in India questions why police had to kill the country's most notorious bandit, Veerappan."
1,Cambodia rush to solve succession,Cambodia races to pass laws to decide the sucession after King Sihanouk's abdication announcement.
1,Thorpedo Sinks Phelps' Shot at Record,"ATHENS, Greece - The kid couldn't catch the Thorpedo - and he won't be catching Mark Spitz, either. Michael Phelps' quest for seven gold medals ended after just three events, doomed by another bronze Monday night in the most anticipated race at the Olympic pool - the head-to-head showdown with Australia's Ian Thorpe in the 200-meter freestyle..."
1,"From Behind the Scenes, Rice on Stage",Administration officials said President Bush might name Condoleezza Rice as secretary of state as early as Tuesday.
1,British foreign minister arrives in troubled Darfur (AFP),AFP - British Foreign Secretary Jack Straw arrived in Sudan's violence-plagued western region of Darfur to see the plight of refugees driven from their homes by state-sponsored militias.
1,Zhang Readies Another Martial-Arts Saga,"TORONTO - A few years back, Zhang Yimou was a bit miffed that fellow filmmaker Ang Lee was faster on the draw in elevating the martial-arts epic to serious cinema. But now that Lee's ""Crouching Tiger, Hidden Dragon"" has broken the genre into the mainstream among Western audiences, Zhang is happy to follow his lead..."
1,Karzai to Address Tribal Leaders,"Afghan President Hamid Karzai plans to address tribal leaders Thursday on the need to eliminate this war-ravaged country #39;s booming drug trade, an aide said."
1,Concern grows over ailing Arafat,"Medics, aides and family rush to the West Bank as fears grow for Yasser Arafat's health."
1,Nestle Considering Perrier Sale (AP),AP - Nestle SA said Wednesday it is considering selling French mineral water brand Perrier after a trade union blocked a plan to cut almost 800 jobs.
1,Congress OKs  #36;136B Corporate Tax-Cut Bill (AP),"AP - The Senate shipped President Bush a wide-ranging  #36;136 billion corporate tax-cut bill and a disaster aid package on Monday, letting lawmakers head home for the finale of the presidential and congressional campaigns."
1,Stocks Move Higher As Oil Prices Dip,"NEW YORK - Stocks moved modestly higher Friday as a dip in oil prices and a satisfactory report on durable goods orders cheered investors at the end of a losing week.    In midafternoon trading, the Dow Jones industrial average was up 39.75, or 0.4 percent, at 10,078.65..."
1,Italy plays role of Europe's immigration gatekeeper,Italy wants the rest of the Continent to stiffen border patrols and asylum guidelines.
1,Iraqi president appeals for aid,"FAZ Weekly. Iraqi President Ghazi Yawer made all of the important political stops in Berlin on Thursday, seeing the German president, the development minister and finally the chancellor."
1,"UN asks Myanmar to engage opposition parties, release Suu Kyi","United Nations, Aug 18 - The United Nations has told the ruling military Junta in Myanmar that its process for transition to democracy and national reconciliation will lack  quot;credibility quot; unless it engages the opposition political parties and releases ..."
